won,b_plus,b_minus,b_diff,b_os_stoch_main,b_ma,b_mom1,b_mom2,b_mom1_count,b_mom1_sum,m_plus,m_minus,m_diff,m_os_stoch_main,m_ma,m_mom1,m_mom2,m_mom1_count,m_mom1_sum
0,28.86488888888789,-0.0,28.86488888888789,0.0,26.076611111110196,26.076611111110196,26.076611111110196,4,65.01494444444211,3.1851035749915666,-0.43614814814810565,2.748955426843461,31.244772215850666,2.9899958683314045,0.8590421646277768,-1.2719115390758509,11,15.351730007711657
0,15.781466317832708,-6.156565591676768,9.62490072615594,65.22388993090838,9.965402647430384,3.41349559058086,9.209048927678893,3,8.522171771319034,6.076432877054548,-3.9775264791354092,2.0989063979191385,40.86583039596275,2.480999132015139,0.37233306166245317,-2.6356624378518205,20,44.159776743878766
0,14.729368563310526,-8.715905663342818,6.013462899967708,45.34701814603767,7.401099440365722,-0.058947945587700445,2.983193288747411,-1,-0.058947945587700445,5.2932481951230725,-6.3657860292320905,-1.072537834109018,18.16259128709456,-0.13449653009180262,-3.187401613629108,-4.899442518940346,-3,-5.253426355352613
0,17.362583427574428,-12.22687792385494,5.135705503719489,63.74611928317768,6.080550412809945,3.107495783753221,8.642952448033292,2,4.125124998621207,8.63577139591877,-8.326237594693254,0.3095338012255162,65.17570281932962,1.865920513252123,-0.3232512993878278,-6.28395360535472,-1,-0.3232512993878278
0,18.356974515945073,-9.16557284505847,9.191401670886602,77.534206632039,8.354273861461639,7.779058864082259,7.094928011582996,6,37.38040982254517,9.310974581570205,-4.6133964223465105,4.697578159223695,31.797127267463704,5.5338912822461825,-1.940536170149345,-3.2778450984348027,-2,-2.577486755460958
0,15.990964467223263,-11.18289901169541,4.808065455527853,47.46291416541137,6.032261583002877,2.227728791804303,-4.556181219559855,8,44.702061587635086,7.66548937334523,-6.073189339144589,1.5923000342006413,4.696273048088513,1.81057548125484,-4.559628924013829,-3.922678338702216,-6,-22.00462666186813
0,16.823830798250246,-10.929880122174845,5.8939506760754,81.28507360624708,5.535522863983333,5.500111408547625,1.2162420163911936,9,42.92233043485402,8.951812845807419,-5.519106879969901,3.432705965837518,50.917129044187284,3.531906317488721,1.2799124938231423,-0.9661759892835913,13,25.44898585484294
0,16.709622592859986,-7.615395067319045,9.09422752554094,0.0,9.690151176505438,0.4754577051996538,-2.8349294985140663,23,73.77242500336077,9.598333604726477,-4.802292180071806,4.796041424654671,21.048051860891054,4.990110185511166,-0.5842014316843533,-3.3261369277018202,-1,-0.5842014316843533
0,15.595647753335987,-8.996146507275563,6.599501246060424,0.0,7.926492877949597,-1.0309224291384957,-2.5658737359880224,-1,-1.0309224291384957,7.928245158924257,-6.85944980013353,1.0687953587907275,10.493892146411026,1.9272301216446661,-2.9453691018178154,-3.7987381837230294,-4,-7.911980896552098
0,13.47434438102618,-10.29010842452507,3.1842359565011105,56.205436627139015,3.218744753105253,3.3510429575144585,4.22016113824601,4,11.274450405330242,8.238185590484942,-5.520645118285122,2.71754047219982,51.88555667613814,3.3904512367287314,0.20905527580048755,-3.7167105038588866,8,22.13390372991709
0,12.576054755624433,-12.374323418445545,0.20173133717888803,37.03283910184832,1.1485713784754221,1.420719995232902,1.609784558674078,5,11.571837067229847,6.697950003049091,-7.139659319873817,-0.4417093168247259,19.88121514140646,0.34287361521447046,-3.957914167086721,-6.551527677167697,-3,-9.503054765988821
0,16.679103924118277,-14.14031373406521,2.538790190053067,83.3630808025571,1.442246556368498,4.576882489112078,-1.7869422822462404,13,52.476973138633056,9.399851462036128,-6.069974159412278,3.32987730262385,55.30148429237625,3.7912815892883915,1.303370514851041,-2.729304283806444,7,26.651652061485557
0,16.5602113851778,-8.702847154631995,7.857364230545807,27.093296517539383,7.832897496290602,6.516683147861628,9.20426858210975,5,22.85030324545662,9.478375851350798,-4.861338373033376,4.617037478317422,27.646742437297732,5.161333715178953,-1.415337664583749,-2.3580118427725525,-2,-1.9262867071615162
0,13.781398530645225,-9.04057657056104,4.740821960084185,0.0,5.231217574553537,-1.4098965596467314,-6.700224444826208,-1,-1.4098965596467314,7.332110590443958,-4.995477619645048,2.3366329707989095,11.630630445518019,2.4241970618229742,-0.7418650634257751,3.127564924830138,-8,-20.884388083966304
0,20.193148920955135,-9.71609117928265,10.477057741672485,80.44977713182791,9.334246726588418,13.121003673661077,4.495209677564805,7,84.69657447515746,11.714970914562569,-6.383693179067884,5.331277735494685,15.438668585130486,6.377105085154984,-0.7833424368470272,-2.6581192448278745,-1,-0.7833424368470272
0,18.84693899289146,-13.015018433997131,5.831920558894328,58.6580082401574,7.583083642741373,7.834882459726171,-4.311454261189163,8,92.53145693488364,10.205041330018949,-9.25335050265468,0.9516908273642688,6.861630482280217,2.3607531565863025,-6.67243505515418,-8.21664670474841,-3,-12.086936695965969
0,16.417777967141003,-16.650060502504143,-0.23228253536314014,0.0,1.089911106745789,-4.067541307328105,-19.77119373903713,-2,-5.171678162762449,10.120827016968002,-14.600410065711571,-4.479583048743569,6.957665080851485,-3.4704830935867,-7.240298579395036,-2.609139375430275,-7,-50.32150076766317
0,18.334712344229303,-10.227440047084446,8.107272297144856,93.08294117152577,7.675013685251248,9.902952173735683,7.174839222570955,16,71.19601559694347,11.035492971375042,-4.1764597271419825,6.85903324423306,27.652759405621172,7.450977513711674,-1.012423180153343,-9.028560472644932,-1,-1.012423180153343
